,ROLLYEAR,Mail Zipcode,new business count,pct_change,median land value price
1815,2011,94957,3.0,-0.12551830464473557,252974.0
2008,2011,95125,3.0,-0.15907068472065222,34965.0
1593,2010,94702,3.0,0.012131202975737665,119725.0
1552,2009,94610,3.0,0.03300820310850594,134555.0
318,2014,93108,3.0,0.11738300466270268,417937.0
1556,2013,94610,3.0,0.04168987531599466,194496.0
383,2012,93950,3.0,-0.25,1500.0
398,2012,94002,3.0,0.0886734708963941,110453.0
402,2008,94005,3.0,0.06497463475571674,139812.0
413,2011,94010,3.0,0.09074111971933929,186544.0
1823,2011,94960,3.0,-0.01832142219416888,118199.5
240,2014,92008,3.0,1.7431167468085627,224765.5
454,2012,94017,3.0,-0.1060197932027993,209751.0
1147,2008,94523,3.0,-0.0838520141413136,55197.0
427,2009,94014,3.0,0.04805890873973917,108526.5
446,2012,94016,3.0,0.6964061645378206,105452.0
1581,2014,94618,3.0,0.13038599048991562,235703.0
909,2008,94146,3.0,0.01999676481908086,182864.0
937,2012,94159,3.0,0.007292799871066569,200000.0
229,2014,90277,3.0,0.00451701731925902,41586.0
77,2012,60601,3.0,-0.16776764706930936,2217625.0
1321,2014,94558,3.0,0.012092896758715055,104198.0
2213,2008,95476,3.0,0.287377558068892,77345.0
117,2013,80202,3.0,0.019997509650105938,122874.0
114,2010,80202,3.0,-0.0023659574468085642,117222.0
1333,2010,94560,3.0,0.8473816587127563,57291.0
1466,2011,94595,3.0,0.09494376061120535,41275.0
1459,2012,94591,3.0,0.00552445761533682,41226.0
2288,2012,95630,3.0,0.31139392724721926,32716.0
1256,2013,94546,3.0,0.01999642545496605,97019.0
2412,2014,95833,3.0,1.7525907695957064,556995.0
1359,2012,94565,3.0,0.07110191954793055,36772.0
1361,2014,94565,3.0,0.12499238501370691,36933.5
1432,2009,94587,3.0,0.027224507469149062,66426.5
1421,2014,94583,3.0,-0.06445023556455831,164421.0
1377,2014,94568,3.0,0.1699321119490389,110379.0
12,2008,10022,3.0,0.566098991225606,850214.0
1476,2013,94596,3.0,0.01959778715676541,121273.0
2209,2012,95472,3.0,-0.10472686381660712,90761.0
1481,2010,94597,3.0,-0.020271938226378183,148830.0
1485,2014,94597,3.0,0.6088387708190508,159577.5
2015,2010,95126,3.0,0.7005774859583893,42994.0
1260,2009,94547,3.0,-0.10802745449119666,35868.0
1121,2013,94518,3.0,0.011710801971393625,33563.0
1524,2013,94606,3.0,-0.02461098761511593,196576.0
2016,2011,95126,3.0,-0.14053123691677905,36952.0
211,2014,90210,3.0,-0.4084278768233387,131400.0
1265,2014,94547,3.0,0.03662863870732003,63833.0
1267,2008,94549,3.0,0.06637672893198343,97220.5
1269,2010,94549,3.0,0.16110220422092847,123842.0
1522,2011,94606,3.0,0.01797884778052561,188944.0
2048,2014,95131,3.0,0.8820060797017839,339273.0
197,2014,90067,3.0,0.1817719549473651,1611732.5
1511,2008,94605,3.0,0.030975670930524224,24663.0
1507,2012,94602,3.0,-0.007095657646318476,126218.0
2169,2014,95404,3.0,0.10776755241345692,36352.5
1122,2014,94518,3.0,0.020945684235616602,34266.0
1832,2012,94965,3.0,0.02000659603413446,247423.0
647,2014,94087,3.0,0.2978758506908641,251736.0
1678,2010,94806,3.0,0.21271935611558246,91912.0
841,2012,94128,3.0,0.05873374489017169,210174.0
821,2008,94126,3.0,0.04382546652030728,152148.0
778,2008,94119,3.0,0.12468656338384898,266427.0
1790,2010,94949,3.0,0.22737315833952731,120544.0
1038,2014,94502,3.0,0.03370566185731838,137058.0
977,2011,94304,3.0,0.0075295470616116855,129662.0
1709,2009,94920,3.0,0.03141904409040386,180947.0
979,2013,94304,3.0,0.7121258962046964,260294.5
1712,2012,94920,3.0,0.10025277868716098,205009.0
1775,2011,94947,3.0,0.020662674425173666,72267.0
1774,2010,94947,3.0,0.0899966131962191,70804.0
1028,2012,94501,3.0,0.09410551250617338,125169.5
895,2010,94141,3.0,0.008679292545721529,189259.0
523,2009,94030,3.0,0.08040275049115908,131982.0
1671,2011,94804,3.0,0.06100235495957729,131107.0
549,2014,94040,3.0,0.24631909611389768,245986.0
1761,2013,94942,3.0,1.4493337796167185,343933.0
1742,2010,94939,3.0,-0.23049692853922454,109232.5
1741,2009,94939,3.0,0.04171574293210045,141952.0
583,2014,94062,3.0,0.24327082469954409,240001.0
1674,2014,94804,3.0,0.1312433302426479,129326.0
625,2008,94083,3.0,0.019996656681892322,225763.0
1720,2012,94925,3.0,0.1553831748404333,134497.0
1004,2012,94402,3.0,0.040441010177157954,138014.5
1641,2011,94708,3.0,-0.02785778976255171,142762.0
1725,2009,94928,3.0,-0.15570989122506584,26623.0
954,2011,94188,3.0,0.1999525777386355,141700.0
956,2013,94188,3.0,-0.067489244256839,143595.0
902,2009,94142,3.0,0.19534655709534077,226768.0
494,2012,94025,3.0,0.0616047334934271,214407.0
1622,2008,94706,3.0,0.059456435307616795,204518.0
1627,2013,94706,3.0,-0.08151011069197944,148529.0
904,2011,94142,3.0,0.6208035149913143,366676.0
907,2014,94142,3.0,-0.11541995133819949,454453.0
1605,2014,94703,3.0,0.6637199258401585,234213.5
1796,2008,94952,3.0,0.14633921152248175,62080.0
10,2012,10019,3.0,0.03284276338709824,109691.0
1061,2013,94507,3.0,0.050431463077053706,210226.0
1114,2014,94517,3.0,0.04774459557132538,63782.5
1413,2014,94582,2.0,-0.021770922195720632,224754.0
1508,2013,94602,2.0,0.29496981413110657,163448.5
1504,2009,94602,2.0,0.5404211659013276,123112.0
1408,2009,94582,2.0,0.4149771964759539,286364.5
2453,2010,96816,2.0,0.0219381051748313,138840.0
1719,2011,94925,2.0,0.10301600386594267,116409.0
1412,2013,94582,2.0,0.04819997171416701,229756.0
1419,2012,94583,2.0,0.2011398092390797,141421.0
2159,2012,95403,2.0,0.10197604735966248,60590.5
2123,2011,95355,2.0,-0.021779548472775523,12890.5
1514,2011,94605,2.0,0.11462215526127983,28113.0
2145,2014,95401,2.0,0.5078923461276403,26557.0
2163,2008,95404,2.0,0.012201143985844265,24597.5
2076,2014,95136,2.0,0.004533248778747723,101378.5
1416,2009,94583,2.0,0.12238405965975296,96323.0
1499,2012,94601,2.0,0.515029366378577,258211.0
2332,2013,95746,2.0,-0.15121178034563865,41501.5
1677,2009,94806,2.0,-0.07570916363813751,75790.0
2436,2014,95928,2.0,-0.11111111111111116,1600.0
2219,2014,95476,2.0,0.03214905997974604,98354.0
1703,2011,94904,2.0,0.1720472007386764,138359.0
1705,2013,94904,2.0,0.13430419046638886,165322.0
1701,2009,94904,2.0,-0.1359359887452739,98270.0
2216,2011,95476,2.0,0.0993095397759729,88523.0
1440,2009,94588,2.0,0.5213534354159355,277397.5
2059,2011,95133,2.0,-0.00865682137834034,281938.0
1700,2008,94904,2.0,0.3299421154183477,113730.0
1473,2010,94596,2.0,-0.07274727313691964,69964.0
1439,2008,94588,2.0,-0.12969848550658925,182336.0
2420,2014,95835,2.0,-0.01196125371659329,115975.0
2211,2014,95472,2.0,-0.0033442003155963462,124425.5
1682,2014,94806,2.0,0.014534575049500065,81214.0
1434,2011,94587,2.0,0.014242997578756578,76657.5
2201,2014,95448,2.0,0.33757791994750663,163077.5
1718,2010,94925,2.0,0.05000447712190703,105537.0
2195,2008,95448,2.0,0.0199975229366538,53531.0
1599,2008,94703,2.0,0.31132807649323224,84481.0
1757,2009,94942,2.0,0.15285317891181083,157674.0
1520,2009,94606,2.0,0.04870832003883363,192277.0
1628,2014,94706,2.0,-0.12306014313703051,130251.0
1793,2013,94949,2.0,0.13819074215113814,154675.0
1651,2013,94709,2.0,-0.10402541007143651,229335.0
1866,2010,95020,2.0,0.07973518757546727,25932.0
1859,2013,95014,2.0,0.29846827133479215,296700.0
1562,2011,94611,2.0,0.005427910194927499,168562.0
1856,2010,95014,2.0,0.05854516355301764,214294.0
1568,2009,94612,2.0,0.17282111590226057,269268.0
1850,2014,95008,2.0,0.004535585890460325,114283.0
1842,2014,95003,2.0,2.1191029235082097,58413.0
1632,2010,94707,2.0,0.07325957123805416,203607.0
1572,2013,94612,2.0,-0.17585155547593212,248414.0
1623,2009,94706,2.0,-0.01799108146960171,200838.5
1727,2011,94928,2.0,0.10385201948147782,33657.0
1618,2012,94705,2.0,0.0459061772297682,207057.0
1611,2013,94704,2.0,-0.057088530449146635,341919.5
1828,2008,94965,2.0,0.058232654553732166,218497.0
1801,2013,94952,2.0,-0.0669333166677083,74650.0
1802,2014,94952,2.0,0.047367716008037464,78186.0
1814,2010,94957,2.0,0.10841644667016626,289284.5
1607,2009,94704,2.0,0.054375650055776825,195651.0
1604,2013,94703,2.0,0.3870611766328713,140777.0
1595,2012,94702,2.0,0.08096355209704176,132244.0
1821,2009,94960,2.0,0.16941073939470175,130156.0
1596,2013,94702,2.0,-0.037415686155893635,127296.0
1870,2014,95020,2.0,-0.03388278388278387,30595.0
1549,2014,94609,2.0,0.03079788885439294,16601.0
1878,2014,95030,2.0,0.043009732345667295,175865.0
1546,2011,94609,2.0,-0.10451832907075875,152308.0
2035,2014,95128,2.0,1.15835362435257,257947.0
1735,2011,94930,2.0,-0.11478453754704288,71035.0
2019,2014,95126,2.0,0.3308129766059196,205930.0
1737,2013,94930,2.0,0.1389600016384378,83418.0
1600,2009,94703,2.0,0.1720741941975119,99018.0
1769,2013,94945,2.0,0.3634250290585044,98532.0
2011,2014,95125,2.0,0.1187246538945601,48000.0
1528,2009,94607,2.0,-0.2574013772562337,263285.0
1772,2008,94947,2.0,0.13116773649743885,69784.0
2001,2012,95124,2.0,0.03548395874717669,38053.0
1977,2012,95112,2.0,0.6210990892019979,126904.5
1966,2009,95076,2.0,-0.18653100775193798,20148.0
1931,2014,95060,2.0,-0.034810347231906236,27685.5
1535,2008,94608,2.0,0.32343753335562964,185984.0
1537,2010,94608,2.0,-0.07379757656141583,241617.5
1538,2011,94608,2.0,-0.0022701170238083046,241069.0
1776,2012,94947,2.0,0.01999529522465293,73712.0
1916,2014,95051,2.0,-0.1871501237657427,74707.0
1915,2013,95051,2.0,0.001171023965141682,91907.5
1777,2013,94947,2.0,0.4268911439114391,105179.0
1902,2011,95037,2.0,-0.18855852905399084,34687.5
1897,2014,95035,2.0,0.13029454653699646,299970.0
1545,2010,94609,2.0,-0.3595859721521466,170085.0
9,2011,10019,2.0,-0.9505134319386701,106203.0
2457,2013,97201,2.0,-0.2765303243762278,419293.0
1392,2013,94577,2.0,0.5280424147374827,130559.0
1155,2008,94526,2.0,0.020019359997755393,72708.0
306,2013,92660,2.0,0.1619690899770263,367198.5
1053,2013,94506,2.0,0.19628686358984115,125649.0
298,2013,92653,2.0,-0.07692307692307687,600.0
1062,2014,94507,2.0,0.2597300048519213,264828.0
282,2011,92612,2.0,-0.40299824724198374,144758.0
1082,2010,94510,2.0,0.15814790028442371,41533.5
1091,2011,94513,2.0,-0.06675622327009545,17020.5
252,2014,92037,2.0,0.11754877662078012,392962.0
1118,2010,94518,2.0,-0.002359277441494667,41863.0
1125,2010,94519,2.0,0.40090372226199,46969.5
213,2013,90245,2.0,0.9236412941535856,1435752.0
1144,2013,94521,2.0,0.05608850379080921,54604.0
1150,2011,94523,2.0,0.9103417909626286,69418.0
1153,2014,94523,2.0,-0.01636635721589097,72632.0
1158,2011,94526,2.0,0.048088477457830736,117747.5
1248,2013,94545,2.0,-0.23013097788737513,76177.0
1164,2009,94530,2.0,0.03686052734346745,71687.5
1168,2013,94530,2.0,-0.10555638647921028,119605.0
192,2009,90067,2.0,1.468033003410289,1037065.0
1172,2009,94531,2.0,0.22151512601506296,58063.5
1176,2013,94531,2.0,-0.25484664476287133,43318.0
1180,2009,94533,2.0,0.019982378854625615,28942.0
1191,2012,94534,2.0,-0.030121256046096834,94343.5
1192,2013,94534,2.0,0.04984445139304783,99046.0
1206,2011,94538,2.0,0.09185563573564459,217805.0
189,2014,90064,2.0,-0.5949427676919417,2090246.0
1216,2013,94539,2.0,0.11561259296538617,279307.0
1217,2014,94539,2.0,0.02864589859903255,287308.0
1224,2013,94541,2.0,0.0949733471622567,45396.5
1235,2008,94544,2.0,0.07845371868803142,94630.0
1037,2013,94502,2.0,-0.03853781811194057,132589.0
1019,2011,94404,2.0,0.08884967373907338,132660.0
1009,2009,94403,2.0,0.01998977267444557,65823.0
994,2010,94401,2.0,0.175375898705191,139613.5
539,2011,94038,2.0,-0.0120855049475036,117711.0
543,2008,94040,2.0,0.044971068754254606,73683.0
555,2010,94043,2.0,-0.054455145678114936,234150.0
558,2013,94043,2.0,0.26426613263857845,325125.0
502,2012,94026,2.0,0.8261127972676341,230439.0
582,2013,94062,2.0,0.0033550855143988922,193040.0
488,2014,94024,2.0,0.15406651549508688,305366.0
480,2014,94022,2.0,0.06255337465564748,308565.5
477,2011,94022,2.0,-0.012521423297365941,256108.0
595,2010,94065,2.0,0.1261653313911144,123698.0
597,2012,94065,2.0,0.41325576800316144,185967.5
599,2014,94065,2.0,-0.053451506755969214,211139.0
610,2009,94070,2.0,-0.012791839406502303,72390.0
472,2014,94019,2.0,-0.24382602429644484,96543.0
629,2012,94083,2.0,-0.042446317192782024,301672.5
456,2014,94017,2.0,0.3911691219921831,134188.0
448,2014,94016,2.0,0.12521604761632243,98304.5
842,2013,94128,2.0,-0.004881669473864481,209148.0
419,2009,94011,2.0,0.11809063820671128,287053.0
898,2013,94141,2.0,-0.06517705868350676,133524.5
901,2008,94142,2.0,0.01999569869347817,189709.0
903,2010,94142,2.0,-0.0023680589853947165,226231.0
408,2014,94005,2.0,0.44851776512624464,176956.0
948,2013,94172,2.0,-0.31259869261463735,334976.5
951,2008,94188,2.0,0.05812890114675562,145789.0
960,2009,94301,2.0,0.30990747891489945,214563.5
407,2013,94005,2.0,-0.06327468744129339,122163.5
971,2012,94303,2.0,0.14035642584087338,248787.0
404,2010,94005,2.0,-0.04659552256118782,164386.0
1243,2008,94545,2.0,-0.2759471840474266,67174.0
239,2013,92008,2.0,-0.804032803901263,81938.0
525,2011,94030,2.0,0.01319805531988294,143903.0
1366,2011,94566,2.0,0.3190165609690121,43885.0
1383,2012,94574,2.0,-0.09964313928464408,165256.0
1285,2010,94552,2.0,0.7888413312968423,201445.0
112,2008,80202,2.0,-0.9926665895245288,53299.0
1376,2013,94568,2.0,1.0368415371329878,94346.5
1374,2011,94568,2.0,-0.13538059656156975,42697.5
81,2010,60606,2.0,-0.002382335851249251,17169.0
1369,2014,94566,2.0,0.40672406027178387,165525.0
1360,2013,94565,2.0,-0.10720113129555098,32830.0
1281,2014,94550,2.0,0.004532060129061044,26930.5
1305,2014,94555,2.0,-0.021127874353614295,142351.5
1358,2011,94565,2.0,-0.0066117854714333735,34331.0
1343,2012,94563,2.0,-0.03306182111183997,187206.0
1329,2014,94559,2.0,-0.26525607043841204,48233.0
1325,2010,94559,2.0,-0.4098791341779132,38522.5
1319,2012,94558,2.0,0.019995801931111723,102046.5
1316,2009,94558,2.0,0.7232464787481572,97020.5
1384,2013,94574,2.0,-0.13511158445079152,142928.0
1297,2014,94553,2.0,-0.11816333735042428,72442.0
1317,2010,94558,2.0,-0.026947913069918172,94406.0
1275,2008,94550,2.0,4.1992372435560235,19767.5
1389,2010,94577,2.0,-0.2159545646608505,94633.5
141,2011,89451,2.0,0.2826349439567073,176340.5
165,2012,90024,2.0,0.019998782498683143,385379.0
2374,2010,95818,1.0,0.21399775696402057,40051.0
1848,2012,95008,1.0,0.1894422926554289,65411.0
512,2014,94027,1.0,0.18671336520676785,364750.0
1846,2010,95008,1.0,-0.2679466287660659,29874.0
2363,2014,95762,1.0,1.082427672955975,165553.0
2446,2012,95959,1.0,0.33052397983875736,56359.0
2385,2013,95819,1.0,-0.4535812356979405,47757.0
405,2011,94005,1.0,-0.2418788704634215,124624.5
1841,2013,95003,1.0,0.4565995177724196,18727.5
2394,2014,95822,1.0,0.07450256410256406,104764.0
2402,2014,95825,1.0,5.3099942817205665,99313.0
2407,2011,95831,1.0,-0.017326239125187604,93638.0
418,2008,94011,1.0,0.14136402637182854,256735.0
2361,2012,95762,1.0,0.36858174277045963,35636.5
397,2011,94002,1.0,-0.05559485799923669,101456.5
516,2010,94028,1.0,0.07876116999319782,185548.0
421,2011,94011,1.0,0.007528090247424624,314648.0
1857,2011,95014,1.0,0.005406124296527093,215452.5
1858,2012,95014,1.0,0.060558591800977,228500.0
394,2008,94002,1.0,0.09445491641982717,105674.0
392,2014,93953,1.0,0.0,1400.0
371,2013,93924,1.0,0.8251663641863278,30170.0
340,2013,93720,1.0,0.20048641072851692,43684.5
2352,2011,95758,1.0,0.007457257184430688,22156.0
322,2013,93401,1.0,-0.3476971989906139,88017.5
518,2012,94028,1.0,-0.03677406907196601,187215.0
1882,2010,95032,1.0,-0.8581165359942979,6370.0
2341,2014,95747,1.0,0.0,1400.0
309,2010,92705,1.0,-0.04882716049382718,385225.0
13,2010,10022,1.0,0.02765650309053913,991316.0
33,2010,28255,1.0,0.5147075246756447,657814.0
493,2011,94025,1.0,0.0073218053137951156,201965.0
21,2009,10038,1.0,1.1106125794359847,2324043.0
503,2013,94026,1.0,0.9788186895447386,455997.0
1798,2010,94952,1.0,0.01534002192618189,61125.5
1799,2011,94952,1.0,0.2740018486556348,77874.0
500,2010,94026,1.0,0.1830463402222624,180175.0
1800,2012,94952,1.0,0.027364717363946855,80005.0
17,2013,10023,1.0,-0.1630442357091194,348305.0
1791,2011,94949,1.0,0.1027342713034245,132928.0
2440,2014,95946,1.0,9.394285714285715,14552.0
479,2013,94022,1.0,0.009707657645128043,290400.0
1805,2009,94954,1.0,0.0631466286122011,50660.0
1808,2012,94954,1.0,0.019274518137046615,61158.0
1789,2009,94949,1.0,-0.19248668026047488,98213.0
2428,2014,95864,1.0,0.2720528793570782,107000.0
1813,2009,94957,1.0,0.05254901011860835,260989.0
2424,2010,95864,1.0,0.12812246797800264,130878.0
1797,2009,94952,1.0,-0.030251288659793762,60202.0
476,2010,94022,1.0,0.23493504050891478,259355.5
2423,2009,95864,1.0,0.34572956419863354,116014.0
2443,2009,95959,1.0,1.7933180894308944,54972.5
1780,2008,94948,1.0,0.3326358397365532,155396.0
307,2014,92660,1.0,-0.017568154554008286,360747.5
1820,2008,94960,1.0,-0.08569609594808292,111300.5
470,2012,94019,1.0,0.07691692132257688,107661.0
464,2014,94018,1.0,0.013188973542839877,140697.5
459,2009,94018,1.0,0.5699170075426194,132793.0
455,2013,94017,1.0,-0.5401356846928025,96457.0
451,2009,94017,1.0,0.4646460227322442,167390.0
504,2014,94026,1.0,0.054798606131180705,480985.0
1829,2009,94965,1.0,0.20811727392138102,263970.0
507,2009,94027,1.0,0.6381999008458152,218087.0
2176,2013,95405,1.0,0.2227891731152638,36186.0
305,2012,92660,1.0,0.0732384895177094,316014.0
2215,2010,95476,1.0,0.06970071334635164,80526.0
2090,2014,95148,1.0,0.13885724757719387,158468.0
2210,2013,95472,1.0,0.3755137118365819,124843.0
2089,2013,95148,1.0,0.07035769230769229,139146.5
136,2014,89450,1.0,0.004535607416370269,138645.0
118,2014,80202,1.0,-0.129189250777219,107000.0
196,2013,90067,1.0,2.501876977116799,1363827.0
2073,2011,95136,1.0,0.007522480522148545,95629.5
199,2010,90069,1.0,0.009298825835126978,288392.0
1903,2012,95037,1.0,0.22412972972972978,42462.0
109,2013,80129,1.0,-0.8933228915662651,44271.0
202,2013,90069,1.0,0.2106065456055508,349832.0
207,2010,90210,1.0,-0.1343743561268783,247874.5
2043,2014,95129,1.0,0.004534824786818881,225946.0
79,2008,60606,1.0,-0.9852550501431413,16873.0
2041,2012,95129,1.0,0.23905580122604242,220516.0
208,2011,90210,1.0,-0.18654399706302993,201635.0
2096,2012,95207,1.0,0.5834624941570103,64363.0
2098,2014,95207,1.0,-0.35118050266565115,42595.0
2106,2014,95219,1.0,-0.9333015721772273,1400.0
2121,2009,95355,1.0,5.620915032679738,21273.0
2177,2014,95405,1.0,0.4278450229370474,51668.0
2165,2010,95404,1.0,-0.0837601834235816,28173.0
172,2012,90025,1.0,0.46103350253493924,947245.0
2181,2010,95409,1.0,0.014669362608731085,37386.0
173,2013,90025,1.0,-0.18631293910234414,770761.0
174,2014,90025,1.0,-0.03351233391414454,744931.0
2158,2011,95403,1.0,0.06703991926876118,54983.5
2198,2011,95448,1.0,0.20204226602734865,101530.5
181,2009,90049,1.0,0.4954999428636728,163589.0
185,2013,90049,1.0,0.05756764238690981,357194.0
152,2011,89509,1.0,0.007499629065109259,37346.5
2144,2013,95401,1.0,-0.27400140154169583,17612.0
2143,2012,95401,1.0,-0.04533469757191766,24259.0
2206,2009,95472,1.0,0.15998236112210407,51295.0
191,2008,90067,1.0,0.0678066457272386,420199.0
2034,2013,95128,1.0,0.193373641351833,119511.0
210,2013,90210,1.0,0.08000875209685643,222120.0
48,2013,32821,1.0,-0.6272166145569347,636928.0
268,2012,92262,1.0,0.019998492386552158,135313.0
1929,2012,95060,1.0,-0.4499696785930867,10430.5
1927,2010,95060,1.0,-0.002369581859939518,27366.0
283,2012,92612,1.0,0.16941723428066147,169282.5
284,2013,92612,1.0,0.28151758155745576,216938.5
47,2012,32256,1.0,0.10714010989010991,402999.0
290,2013,92651,1.0,-0.13182188048960342,352624.0
45,2010,32256,1.0,-0.2253305550592266,294817.5
1920,2010,95054,1.0,-0.06658494248914282,138200.5
1918,2008,95054,1.0,0.019993386616770525,126470.0
303,2010,92660,1.0,0.1304610816972278,234547.5
2333,2014,95746,1.0,-0.17257207570810695,34339.5
304,2011,92660,1.0,0.2553917649942976,294449.0
1911,2009,95051,1.0,0.15667574931880113,28866.0
166,2014,90024,1.0,1.1677897215998567,775000.0
1908,2012,95050,1.0,0.3239414582480804,165001.5
2282,2014,95628,1.0,-0.11111111111111116,1600.0
1937,2012,95062,1.0,0.01980547619811901,63540.0
214,2009,90266,1.0,0.9906921955050296,266165.5
262,2014,92130,1.0,-0.055204211879050336,326426.0
534,2013,94037,1.0,-0.10916387142333339,65598.5
2009,2012,95125,1.0,0.22205062205062198,42729.0
2227,2014,95482,1.0,0.4634624206215423,264794.5
251,2013,92037,1.0,2.483367180147605,351628.5
2250,2014,95603,1.0,8.409285714285714,13173.0
2000,2011,95124,1.0,0.04922198429693081,36749.0
1979,2014,95112,1.0,0.6518297802625381,241981.5
2258,2014,95608,1.0,-0.3481212176994408,14165.0
1978,2013,95112,1.0,0.15435622850253528,146493.0
253,2010,92101,1.0,-0.16641355041839945,247546.0
254,2011,92101,1.0,0.3734821002965105,340000.0
1963,2014,95073,1.0,0.1384630448162032,81391.0
261,2014,92103,1.0,-0.6558103635645129,278711.0
1950,2009,95070,1.0,0.23786624597283867,130252.0
2280,2012,95628,1.0,-0.25,1500.0
1910,2008,95051,1.0,0.1680239633061873,24956.0
1721,2013,94925,1.0,0.07823222822813891,145019.0
536,2008,94038,1.0,-0.3629922123505539,116152.0
1181,2010,94533,1.0,0.02587934489668986,29691.0
1553,2010,94610,1.0,0.07943963435026569,145244.0
1182,2011,94533,1.0,0.5482132632784344,45968.0
1185,2014,94533,1.0,0.1361311527978195,70860.5
1199,2012,94536,1.0,0.14896672783850629,180000.0
1203,2008,94538,1.0,0.14195709676481694,157147.0
1544,2009,94609,1.0,0.8590778319881842,265586.0
1543,2008,94609,1.0,0.09900837763195347,142859.0
1212,2009,94539,1.0,0.6126295646627331,126410.0
1220,2009,94541,1.0,0.11272974941587122,58815.0
1223,2012,94541,1.0,-0.2980783882163718,41459.0
1536,2009,94608,1.0,0.4026421627666896,260869.0
1231,2012,94542,1.0,0.2714671626588725,143555.0
1233,2014,94542,1.0,-0.31990243943966523,79888.0
1241,2014,94544,1.0,0.030670916020502093,94108.5
1254,2011,94546,1.0,0.3632874981075691,103556.0
1257,2014,94546,1.0,-0.17771776662303262,79777.0
1261,2010,94547,1.0,-0.01296420207427229,35403.0
1554,2011,94610,1.0,0.14410922310043794,166175.0
1177,2014,94531,1.0,0.004524677962971513,43514.0
1606,2008,94704,1.0,-0.34218054841625756,185561.0
1175,2012,94531,1.0,0.019984559778222222,58133.0
1106,2014,94515,1.0,0.10603425207385597,82665.0
1116,2008,94518,1.0,0.15763392297076906,36910.0
1128,2013,94519,1.0,0.0844136267711788,39567.0
1132,2009,94520,1.0,-0.14925027052094608,27517.5
1137,2014,94520,1.0,0.01628662779366752,96470.5
1591,2008,94702,1.0,0.019993397032548765,105043.0
1140,2009,94521,1.0,0.1309743169771833,49716.5
1141,2010,94521,1.0,-0.002363400480725697,49599.0
1145,2014,94521,1.0,-0.03941103215881625,52452.0
1585,2010,94619,1.0,-0.04312236580863149,54942.0
1151,2012,94523,1.0,0.021161658359503344,70887.0
1152,2013,94523,1.0,0.041664903296796396,73840.5
1578,2011,94618,1.0,0.1490044612517074,170757.0
1157,2010,94526,1.0,0.1697730112453144,112345.0
1165,2010,94530,1.0,0.17468177855274636,84210.0
1167,2012,94530,1.0,0.019992524733216888,133720.0
1169,2014,94530,1.0,0.004539943982275085,120148.0
1263,2012,94547,1.0,0.17235321184065588,42040.0
1272,2013,94549,1.0,0.2836566998734187,179495.0
1519,2008,94606,1.0,0.0951322874575542,183346.5
1276,2009,94550,1.0,0.27896800303528524,25282.0
1327,2012,94559,1.0,-0.28254094050766987,47075.0
1471,2008,94596,1.0,0.06981528344436994,62144.5
1337,2014,94560,1.0,0.9127918856404933,234032.0
1339,2008,94563,1.0,0.16164145747695247,116429.0
1457,2010,94591,1.0,0.04656862745098045,35868.0
1456,2009,94591,1.0,-0.09558241410249646,34272.0
1452,2013,94589,1.0,0.07056599405841268,27748.0
1356,2009,94565,1.0,0.20153654052929149,34641.5
1443,2012,94588,1.0,-0.10888288305255522,236576.0
1371,2008,94568,1.0,0.6695040336440283,41286.0
1372,2009,94568,1.0,0.11852686140580349,46179.5
1382,2011,94574,1.0,0.511305249983532,183545.0
1387,2008,94577,1.0,0.1284295262361066,91677.0
1410,2011,94582,1.0,-0.11253791006536351,230000.0
1401,2014,94578,1.0,-0.07348909430574768,114564.0
1399,2012,94578,1.0,0.019992429374028786,102395.0
1398,2011,94578,1.0,0.08152250029626917,100388.0
1324,2009,94559,1.0,-0.1492708482660654,65279.0
1318,2011,94558,1.0,0.0597419655530369,100046.0
1313,2014,94556,1.0,-0.12668634743430252,135488.5
1503,2008,94602,1.0,0.22690185061520873,79921.0
1516,2013,94605,1.0,0.029913551772100533,29248.0
1283,2008,94552,1.0,0.1355339722284965,105574.0
1512,2009,94605,1.0,0.008960791469002194,24884.0
1292,2009,94553,1.0,0.041499314557829736,43304.5
1293,2010,94553,1.0,0.5734738883949706,68138.5
1294,2011,94553,1.0,0.16734298524329128,79541.0
1296,2013,94553,1.0,-0.13258927628661332,82149.0
1500,2013,94601,1.0,-0.024053971364504267,252000.0
1484,2013,94597,1.0,-0.3123882149046794,99188.0
1498,2011,94601,1.0,0.007525419720974202,170433.0
1497,2010,94601,1.0,-0.19255369928400956,169160.0
1492,2013,94598,1.0,0.2587694894716668,101805.5
1491,2012,94598,1.0,0.07367876060376766,80877.0
1490,2011,94598,1.0,0.15788826463558037,75327.0
1310,2011,94556,1.0,0.08726024785510011,142567.0
1312,2013,94556,1.0,0.19648172998318758,155143.0
1093,2013,94513,1.0,0.19319109562945624,21922.5
1608,2010,94704,1.0,0.8035072654880373,352858.0
1768,2012,94945,1.0,0.0021494044069723106,72268.0
1734,2010,94930,1.0,-0.05937100725580524,80246.0
1732,2008,94930,1.0,0.01999221840347576,78646.5
1730,2014,94928,1.0,-0.10427748920458102,28625.5
1397,2010,94578,1.0,0.10929059706486921,92821.0
628,2011,94083,1.0,-0.10460550716852757,315045.0
1716,2008,94925,1.0,0.019990989976348628,90565.0
637,2012,94086,1.0,0.755531728707292,182559.5
638,2013,94086,1.0,0.0023471799605059296,182988.0
